speciesname,flower color,flower sex,flowering lag time: number of days from exposition start to flowering,flowering requirement (requirement for fertility),fruit type,plant flowering,plant growth form,plant growth temperature range,plant height,plant human usage types,plant lifespan (longevity),plant lifespan: age trees reach in forested stands,plant woodiness,seed germination base temperature,seed germination base water potential,seed germination lag time,seed germination requirement,seed germination temperature,seed germination type,wood growth ring distinction
Acacia subcaerulea,,,,,,,shrub/woody,,,,,,woody,,,,,,,
Acacia subporosa,,,,,,,tree/woody,,,,,,woody,,,,,,,
Acacia subracemosa,,,,,,,shrub/woody,,,,,,woody,,,,,,,
Acacia subtessarogona,,,,,,,tree/woody,,,,,,W,,,,,,,
Acacia subtilinervis,,,,,,,shrub/woody,,,,,,woody,,,,,,,
Acacia subulata,,,,,,,tree,,,,,,W,,,,,,,
Acacia sulcata,,,,,,,tree/woody,,,,,,woody,,,,,,,
Acacia telmica,,,,,,,tree/woody,,,,,,woody,,,,,,,
Acacia tetragonophylla,,,,,,,tree / shrub,,,,perennial < 20 years,,woody,,,,long dormancy,,,
Acacia tetraneura,,,,,,,shrub/woody,,,,,,woody,,,,,,,
Acacia toondulya,,,,,,,tree/woody,,,,,,woody,,,,,,,
Acacia torringtonensis,,,,,,,tree/woody,,,,,,woody,,,,,,,
Acacia torulosa,,,,,,,tree,,,,,,W,,,,,,,
Acacia trachycarpa,,,,,,,tree/woody,,,,,,W,,,,,,,
Acacia trachyphloia,,,,,,,tree/woody,,,,,,W,,,,,,,
Acacia tratmaniana,,,,,,,shrub/woody,,,,,,woody,,,,,,,
Acacia trinervata,,,,,,,tree/woody,,,,,,W,,,,,,,
Acacia triquetra,,,,,,,shrub/woody,,,,,,woody,,,,,,,
Acacia tropica,,,,,,,shrub/tree/woody,,,,,,W,,,,,,,
Acacia tumida,,,,,,,tree/woody,,,,,,W,,,,,,,
Acacia ulicina,,,,,,,tree/woody,,,,,,woody,,,,,,,
Acacia umbellata,,,,,,,shrub/tree/woody,,,,,,W,,,,,,,
Acacia undosa,,,,,,,shrub/woody,,,,,,woody,,,,,,,
Acacia undulifolia,,,,,,,tree/woody,,,,,,woody,,,,,,,
Acacia venulosa,,,,,,,tree/woody,,,,,,woody,,,,,,,
Acacia veronica,,,,,,,tree/woody,,,,,,W,,,,,,,
Acacia vestita,,,,,,,tree,,,,,,woody,,,,,,,
Acacia viscidula,,,,,,,tree/woody,,,,,,W,,,,,,,
Acacia vittata,,,,,,,tree/woody,,,,,,woody,,,,,,,
Acacia wattsiana,,,,,,,tree/woody,,,,,,W,,,,,,,
Acacia whibleyana,,,,,,,tree/woody,,,,,,woody,,,,,,,
Acacia williamsiana,,,,,,,tree/woody,,,,,,woody,,,,,,,
Acacia xiphophylla,,,,,,,tree/woody,,,,,,W,,,,,,,
Acacia yorkrakinensis,,,,,,,tree/woody,,,,,,W,,,,,,,
Acer acuminatum,,,,,,,tree,,,,,,W,,,,,,,
Acer albopurpurascens,,,,,,,tree,,,,,,,,,,,,,
Acer amplum,,,,,,,tree,,,,,,W,,,,,,,
Acer barbinerve,,,,,,,tree,,,,perennial,,woody,,,,,,,
Acer buergerianum,,,,,,,tree,,,False,no,,woody,,,,,,,
Acer caesium,,,,,,,tree,,,,,,W,,,,,,,
Acer campbellii,,,,,,,tree,,,,perennial,,W,,,,,,,
Acer capillipes,,,,,,,tree,,,False,,,W,,,,,,,
Acer cappadocicum,,,,,,,tree,,,,Perennial,,W,,,,,,,
Acer carpinifolium,,,,,,,tree,,,,Perennial,,W,,,,,,,
Acer caudatifolium,,,,,,,tree,,,,Perennial,,woody,,,,,,,
Acer caudatum,,,,,,,tree,,,False,,,W,,,,,,,
Acer circinatum,,,,,,,tree,,,False,,,woody,,,,,,,
Acer cissifolium,,,,,,,tree,,,,,,W,,,,,,,
Acer davidii,,,,,,,tree,,,False,Perennial,,woody,,,,,,,
Acer diabolicum,,,,,,,tree,,,,Perennial,,W,,,,,,,
Acer distylum,,,,,,,tree,,,,,,W,,,,,,,
Acer glabrum,,,,,,,tree,,,False,,,woody,,,,,,,diffuse-porous
Acer granatense,,,,,,,tree shrub intermediate,,,,,,woody,,,,,,,
Acer griseum,,,,,,,tree,,,False,,,W,,,,,,,
Acer heldreichii,,,,,,,tree,,,,Perennial,,woody,,,,,,,
Acer henryi,,,,,,,tree,,,False,,,W,,,,,,,
Acer hyrcanum,,,,,,,tree shrub intermediate,,,False,Perennial,,woody,,,,,,,
Acer japonicum,,,,,,,tree,,,False,Perennial,,W,,,,,,,
Acer laevigatum,,,,,,,tree,,,,,,woody,,,,,,,
Acer laurinum,,,,,,,tree,,,,,,W,,,,,,,
Acer lucidum,,,,,,,tree,,,,,,W,,,,,,,
Acer macrophyllum,,,,,,,tree,,,False,50.0,,Y,,,,,,,
Acer mandshuricum,,,,,,,tree,,,False,perennial,,woody,,,,,,,
Acer maximowiczianum,,,,,,,tree/woody,,,,,,W,,,,,,,
Acer micranthum,,,,,,,tree,,,,,,W,,,,,,,
Acer miyabei,,,,,,,tree,,,,Perennial,,W,,,,,,,
Acer negundo,grüngelblich,dioecious,,,schizocarp,,tree,,10.0,False,always pluriennial-pollakanthic,100.0,woody,,,,90,,,diffuse-porous
Acer oblongum,,,,,,,tree (evergreen),,,,,,W,,,,,,,
Acer obtusifolium,,,,,,,tree/woody,,,,,,W,,,,,,,
Acer oliverianum,,,,,,,tree,,,,perennial,,woody,,,,,,,
Acer palmatum,,,,,,,tree,,1.0,False,perennial,,woody,,,,,,,
Acer pectinatum,,,,,,,tree,,,,,,W,,,,,,,
Acer pensylvanicum,,,,,,,tree,,,False,100.0,100.0,woody,,,,120,,,diffuse
Acer pictum,,,,,,,tree,,,,perennial,,W,,,,,,,
Acer platanoides,grüngelblich,monoecious,,,schizocarp,,tree / shrub,,20.0,False,always pluriennial-pollakanthic,,w,,,,yes,,epigeal,diffuse-porous
Acer pseudoplatanus,grüngelblich,andromonoecious,,,schizocarp,,tree / shrub,,20.0,False,perennial,,2,,,,yes,,epigeal,diffuse-porous
Acer pseudosieboldianum,,,,,,,tree,,,,perennial,,woody,,,,,,,
Acer pubipalmatum,,,,,,,tree (t),,,,,,,,,,,,,
Acer rubrum,,perfect; polygamo-dioecious,,,,,tree,3.0,19.1,False,150.0,300.0,woody,,,,120,,,diffuse-porous
Acer rufinerve,,,,,,,tree,,,,Perennial,,W,,,,,,,
Acer saccharinum,,,,,,,tree,,20.0,False,125.0,128.0,woody,,,,83.3333333333333,,,diffuse-porous
Acer saccharum,,,,,,,tree,3.0,19.3,False,400.0,315.0,woody,,,,62.5,,,diffuse-porous
Acer sempervirens,,,,,,,tree shrub intermediate,,,,,,woody,,,,,,,
Acer serrulatum,,,,,,,tree,,,,,,woody,,,,,,,
Acer sieboldianum,,,,,,,tree,,,,Perennial,,W,,,,,,,
Acer sinense,,,,,,,tree,,,,,,W,,,,,,,
Acer spicatum,,,,,,,tree,,,,40.0,,woody,,,,,,,
Acer stachyophyllum,,,,,,,shrub/tree/woody,,,,,,W,,,,,,,
Acer sterculiaceum,,,,,,,shrub/tree/woody,,,,,,W,,,,,,,
Acer tataricum,,,,,,,tree/shrub,,2.0,False,perennial,,W,,,,,,,
Acer tegmentosum,,,,,,,tree,,,False,no,,woody,,,,,,,
Acer tonkinense,,,,,,,tree,,,,,,W,,,,,,,
Acer triflorum,,,,,,,tree,,,,,,woody,,,,,,,
Acer truncatum,,,,,,,tree,,,False,perennial,,woody,,,,,,,
Acer ukurunduense,,,,,,,tree,,,,perennial,,woody,,,,,,,
Acer velutinum,,,,,,,tree,,,,,,woody,,,,,,,
Adansonia digitata,,,,,,,tree,,,,,,woody,,,,,,,
Adansonia grandidieri,,,,,,,tree,,,,,,W,,,,,,,
Adansonia gregorii,,,,,,,tree/woody,,,,,,woody,,,,,,,
Adansonia madagascariensis,,,,,,,tree,,,,,,W,,,,,,,
Adansonia perrieri,,,,,,,tree,,,,,,woody,,,,,,,
Adansonia suarezensis,,,,,,,tree,,,,,,woody,,,,,,,
Adansonia za,,,,,,,tree,,,,,,woody,,,,,,,diffuse-porous
Aesculus assamica,,,,,,,tree,,,,100.0,,W,,,,,,,
Aesculus californica,,,,,,,tree,,,,,,Y,,,,,,,
Aesculus chinensis,,,,,,,tree,,,False,,,W,,,,,,,
Aesculus flava,,,,,,,tree,,,False,,,W,,,,,,,
Aesculus glabra,,,,,,,tree shrub intermediate,,,False,perennial,,woody,,,,,,,
Aesculus hippocastanum,"weiß und gelb, rot gefleckt",trimonoecious,,,capsule,,tree / shrub,,15.0,False,always pluriennial-pollakanthic,,w,,,,,,,
Aesculus indica,,,,,,,tree (deciduous),,,,,,W,,,,,,,
Aesculus neglecta,,,,,,,tree,,,,,,,,,,,,,
Aesculus parviflora,,,,,,,woody,,,,,,W,,,,,,,
Aesculus pavia,,,,,,,tree shrub intermediate,,4.0,False,,,W,,,,,,,
Aesculus turbinata,,,,,,,tree,,,,long lived perennial >= 50 yrs.,,W,,,,,,,
Ailanthus fordii,,,,,,,tree,,,,perennial,,woody,,,,,,,
Ailanthus integrifolia,,,,,,,tree,,,,,,W,,,,,,,
Alnus alnobetula,"grün, rotbraun",monoecious,,,nut,,woody plant,,1.0,,always pluriennial-pollakanthic,,woody,,,,physiological,10.0,,
Alnus cordata,,,,,,,tree,,,False,,,woody,,,,,,,diffuse-porous
Alnus cremastogyne,,,,,,,tree,,,,,,W,,,,,,,
Alnus fallacina,,,,,,,tree,,,,,,,,,,,,,
Alnus ferdinandi-coburgii,,,,,,,tree,,,,1500.0,,,,,,,,,
Alnus formosana,,,,,,,tree,,,,,,W,,,,,,,
Alnus glutinosa,bräunlich,hermaphroditic,,,nut,,tree / shrub,,10.0,False,perennial,,2,,,,C,20.0,epigeal,diffuse-porous
Alnus henryi,,,,,,,tree,,,,,,W,,,,,,,
Alnus hirsuta,,,,,,,tree,,,False,perennial,,woody,,,,,,,
Alnus incana,bräunlich,monoecious,,,nut,,tree,,6.0,False,always pluriennial-pollakanthic,,w,,,,no,20.0,,diffuse-porous
Alnus japonica,,,,,,,tree,,,False,,,W,,,,,,,
Alnus jorullensis,,,,,,,tree,,,,,,W,,,,,,,
Alnus lanata,,,,,,,tree,,,,1600.0,,,,,,,,,
Alnus mandshurica,,,,,,,tree,,,,,,woody,,,,,,,
Alnus maritima,,,,,,,shrub/tree/woody,,,,,,woody,,,,,,,
Alnus maximowiczii,,,,,,,tree,,,,,,W,,,,,,,
Alnus nepalensis,,,,,,,tree (deciduous),,,False,200.0,,W,,,,,,,
Alnus nitida,,,,,,,tree,,,,,,W,,,,,,,
Alnus oblongifolia,,,,,,,tree,,,,,,W,,,,,,,
Alnus orientalis,,,,,,,shrub/tree/woody,,,,,,W,,,,,,,
Alnus pendula,,,,,,,woody,,,,,,W,,,,,,,
Alnus pubescens,,,,,,,woody,,,,,,W,,,,,,,
Alnus rhombifolia,,,,,,,tree,,,False,,,Y,,,,,,,diffuse-porous
Alnus rubra,,,,,,,tree,,,False,100.0,,woody,,,,,,,diffuse-porous
Alnus serrulata,,,,,,,tree,,,,,,woody,,,,,,,
Alnus sieboldiana,,,,,,,tree,,,,,,W,,,,,,,
Alnus trabeculosa,,,,,,,tree,,,,,,W,,,,,,,
Anacardium excelsum,,,,,,,tree,,,,Perennial,,woody,,,,,,,diffuse-porous
Anacardium fruticosum,,,,,,,tree,,,,,,,,,,,,,
Anacardium giganteum,,,,,,,tree,,,,perennial,,woody,,,,,,,
Anacardium humile,,,,,,,tree,,,,,,woody,,,,,,,
Anacardium occidentale,,,,,,,tree,,,,Perennial,,woody,,,,,,,
Anacardium parvifolium,,,,,,,tree,,,,,,W,,,,,,,
Annona amazonica,,,,,,,tree,,,,,,W,,,,,,,
Annona ambotay,,,,,,,tree,,,,,,woody,,,,,,,
Annona angustifolia,,,,,,,tree,,,,,,,,,,,,,
Annona asplundiana,,,,,,,tree,,,,,,,,,,,,,
Annona bahiensis,,,,,,,tree,,,,,,,,,,,,,
Annona boliviana,,,,,,,tree,,,,,,,,,,,,,
Annona cacans,,,,,,,tree,,,,,,woody,,,,,,,
Annona calcarata,,,,,,,tree,,,,,,,,,,,,,
Annona cherimola,,,,,,,tree,,,,,,W,,,,,,,
Annona cherimolioides,,,,,,,tree,,,,,,,,,,,,,
Annona coriacea,,,,,,,tree,,,,,,W,,,,,,,diffuse
Annona crassiflora,,,,,,,tree,,,,,,W,,,,,,,diffuse
Annona deceptrix,,,,,syncarpous,,tree,,,,,,W,,,,,,,
Annona deminuta,,,,,,,tree,,,,,,,,,,,,,
Annona densicoma,,,,,,,tree,,,,,,,,,,,,,
Annona dolichophylla,,,,,,,tree,,,,,,,,,,,,,
Annona duckei,,,,,,,tree,,,,,,woody,,,,,,,
Annona emarginata,,,,,,,tree,,,,,,,,,,,,,
Annona excellens,,,,,,,shrub/tree,,,,,,,,,,,,,
Annona exsucca,,,,,,,tree,,,,,,,,,,,,,
Annona foetida,,,,,,,tree,,,,,,W,,,,,,,
Annona glabra,,,,,syncarpous,,tree,,,,Perennial,,woody,,,,,,,diffuse-porous
Annona herzogii,,,,,syncarpous,,tree,,,,,,,,,,,,,
Annona holosericea,,,,,,,tree,,,,,,,,,,,,,
Annona hypoglauca,,,,,,,tree,,,,,,woody,,,,,,,
Annona inconformis,,,,,,,tree,,,,,,,,,,,,,
Annona jahnii,,,,,,,tree,,,,,,woody,,,,,,,
Annona leptopetala,,,,,,,tree,,,,,,,,,,,,,diffuse
Annona liebmanniana,,,,,,,tree,,,,,,,,,,,,,
Annona longiflora,,,,,,,tree,,,,,,,,,,,,,
Annona manabiensis,,,,,,,tree,,,,,,,,,,,,,
Annona montana,,,,,,,tree,,,,,,woody,,,,,,,
Annona mucosa,,,,,,,tree,,,,,,,,,,,,,
Annona muricata,,,,,syncarpous,,tree,,,,Perennial,,woody,,,,,,,
Annona neglecta,,,,,,,tree,,,,perennial,,woody,,,,,,,
Annona neosalicifolia,,,,,,,tree,,,,,,,,,,,,,
Annona neoulei,,,,,,,tree,,,,,,,,,,,,,
Annona nitida,,,,,,,tree,,,,,,,,,,,,,
Annona oligocarpa,,,,,,,tree,,,,,,,,,,,,,
Annona pachyantha,,,,,,,tree,,,,,,,,,,,,,
Annona palmeri,,,,,,,tree,,,,,,,,,,,,,
Annona paludosa,,,,,,,tree,,,,,,W,,,,,,,
Annona papilionella,,,,,,,tree,,,,Perennial,,,,,,,,,
Annona pittieri,,,,,,,tree,,,,,,W,,,,,,,
Annona poeppigii,,,,,,,tree,,,,,,,,,,,,,
Annona pruinosa,,,,,,,tree,,,,,,W,,,,,,,
Annona purpurea,,,,,,,tree,,,,,,woody,,,,,,,
Annona quinduensis,,,,,,,tree,,,,,,,,,,,,,
Annona reticulata,,,,,,,tree,,,,,,W,,,,,,,
Annona rugulosa,,,,,,,tree,,,,,,,,,,,,,
Annona scandens,,,,,,,tree,,,,,,woody,,,,,,,
Annona scleroderma,,,,,,,tree,,,,,,,,,,,,,
Annona sericea,,,,,,,tree,,,,,,,,,,,,,
Annona spinescens,,,,,,,tree,,,,,,,,,,,,,
Annona spraguei,,,,,,,tree,,,,,,woody,,,,,,,
Annona squamosa,,,,,,,tree,,,,perennial,,W,,,,,,,
Annona tenuiflora,,,,,,,tree,,,,,,,,,,,,,
Annona tenuipes,,,,,,,tree,,,,,,,,,,,,,
Annona volubilis,,,,,,,tree,,,,,,,,,,,,,
Annona williamsii,,,,,,,tree,,,,,,,,,,,,,
Arbutus andrachne,,,,,,,tree,,,,,,woody,,,,,,,
Arbutus arizonica,,,,,,,tree,,,,,,woody,,,,,,,
Arbutus canariensis,,,,,,,tree,,,,,,woody,,,,,,,
Arbutus menziesii,,,,,,,tree,,,,250.0,,Y,,,,,,,
Arbutus tessellata,,,,,,,tree,,,,,,,,,,,,,
Arbutus unedo,,,,,,,tree / shrub,,,False,from few decades to more than 50 years,,w,,,,,,epigeal,semi-ring-porous
Arbutus xalapensis,,,,,,,tree,,,,,,woody,,,,,,,
Areca catechu,,,,,,,tree/palmoid/woody,,,,,,W,,,,,,,
Asimina pygmaea,,,,,,,woody,,,,,,W,,,,,,,
Asimina triloba,,,,,apocarpous,,tree,,,False,Perennial,,woody,,,,,,,
Azadirachta excelsa,,,,,,,shrub/tree/woody,,,,,,W,,,,,,,
Azadirachta indica,,,,,,,tree,,,,,,woody,,,,,,,diffuse-porous
Bauhinia acreana,,,,,,,tree,,,,,,,,,,,,,
Bauhinia aculeata,,,,,,,herb/tree,,,,,,W,,,,,,,
Bauhinia affinis,,,,,,,tree,,,,,,,,,,,,,
Bauhinia arborea,,,,,,,tree,,,,,,woody,,,,,,,
Bauhinia argentinensis,,,,,,,tree/treelet,,,,,,,,,,,,,
Bauhinia aurantiaca,,,,,,,shrub/tree,,,,,,woody,,,,,,,
Bauhinia bauhinioides,,,,,,,tree,,,,,,,,,,,,,
Bauhinia beguinotii,,,,,,,tree,,,,,,,,,,,,,
Bauhinia bicolor,,,,,,,tree,,,,,,,,,,,,,
Bauhinia brachycalyx,,,,,,,tree,,,,,,woody,,,,,,,
Bauhinia brachycarpa,,,,,,,tree,,,,,,,,,,,,,
Bauhinia cinnamomea,,,,,,,tree,,,,,,,,,,,,,
Bauhinia cookii,,,,,,,tree,,,,,,,,,,,,,
Bauhinia divaricata,,,,,,,tree,,,,,,woody,,,,,,,
Bauhinia dubia,,,,,,,tree,,,,,,,,,,,,,
Bauhinia erythrocalyx,,,,,,,tree/treelet,,,,,,,,,,,,,
Bauhinia forficata,,,,,,,tree,,,,,,W,,,,,,,
Bauhinia galpinii,,,,,,,tree,,,,,,woody,,,,,,,
Bauhinia grandidieri,,,,,,,shrub/tree,,,,,,woody,,,,,,,
Bauhinia haughtii,,,,,,,tree,,,,,,,,,,,,,
Bauhinia hildebrandtii,,,,,,,shrub/tree,,,,,,woody,,,,,,,
Bauhinia holophylla,,,,,,,tree,,,,,,W,,,,,,,
Bauhinia longicuspis,,,,,,,tree,,,,,,,,,,,,,
Bauhinia longifolia,,,,,,,tree,,,,,,W,,,,,,,
Bauhinia lunarioides,,,,,,,"tree, shrub",,,,,,,,,,,,,
Bauhinia monandra,,,,,,,shrub/tree/woody,,,,,,W,,,,,,,
Bauhinia multinervia,,,,,,,tree,,,,,,woody,,,,,,,
Bauhinia pansamalana,,,,,,,tree,,,,,,,,,,,,,
Bauhinia petersiana,,,,,,,tree,,,,,,woody,,,,,,,
Bauhinia pichinchensis,,,,,,,tree,,,,,,,,,,,,,
Bauhinia picta,,,,,,,tree,,,,,,,,,,,,,
Bauhinia podopetala,,,,,,,shrub/tree/woody,,,,,,woody,,,,,,,
Bauhinia pringlei,,,,,,,tree,,,,,,,,,,,,,
Bauhinia pulchella,,,,,,,tree,,,,,,woody,,,,,,,
Bauhinia racemosa,,,,,,,tree,,,,,,W,,,,,,,
Bauhinia ramosissima,,,,,,,tree,,,,,,,,,,,,,
Bauhinia rubeleruziana,,,,,,,tree,,,,,,,,,,,,,
Bauhinia rufa,,,,,,,tree,,,,,,woody,,,,,,,diffuse
Bauhinia stenantha,,,,,,,tree,,,,,,,,,,,,,
Bauhinia taitensis,,,,,,,tree,,,,,,woody,,,,,,,
Bauhinia tarapotensis,,,,,,,tree,,,,,,woody,,,,,,,
Bauhinia tomentosa,,,,,,,tree,,,,,,woody,,,,,,,
Bauhinia variegata,,,,,,,tree,,,,perennial,,woody,,,,,,,
Bauhinia weberbaueri,,,,,,,tree,,,,,,,,,,,,,
Bertholletia excelsa,,,,,,,tree,,,,long lived perennial >= 50 yrs.,,woody,,,,,,,
Betula alleghaniensis,,,,,,,tree,3.0,18.0,False,300.0,387.0,woody,,,,42,,,
Betula alnoides,,,,,,,tree,,,,perennial,,W,,,,,,,
Betula apoiensis,,,,,,,woody,,,,,,W,,,,,,,
Betula aurata,,,,,,,tree,,,,,,woody,,,,,,,
Betula celtiberica,,,,,,,woody,,,,,,W,,,,,,,
Betula chichibuensis,,,,,,,woody,,,,,,W,,,,,,,
Betula cordifolia,,,,,,,tree,,,,,,,,,,,,,
Betula costata,,,,,,,tree,,,False,,,woody,,,,,,,
Betula cylindrostachya,,,,,,,tree,,,,,,W,,,,,,,
Betula dahurica,,,,,,,tree,,,False,Perennial,,woody,,,,,,,
Betula davurica,,,,,,,tree,,,,,,W,,,,,,,
Betula delavayi,,,,,,,tree,,,,,,,,,,,,,
Betula ermanii,,,,,,,tree,,,False,perennial,,woody,,,,,,,
Betula fruticosa,,,,,,,woody,,,,perennial,,W,,,,,,,
Betula globispica,,,,,,,woody,,,,,,W,,,,,,,
Betula gynoterminalis,,,,,,,tree,,,,,,,,,,,,,
Betula hornei,,,,,,,"tree, shrub",,,,,,,,,,,,,
Betula lenta,,,,,,,tree / shrub,,,False,265.0,361.0,woody,,,,30,,,diffuse
Betula luminifera,,,,,,,tree,,,,,,W,,,,,,,
Betula maximowicziana,,,,,,,tree,,,False,,,W,,,,,,,
Betula microphylla,,,,,,,tree,,,,,,W,,,,,,,
Betula nana,hell bräunlich grün,monoecious,,,nut,,tree,,0.2,,always pluriennial-pollakanthic,,w,,,,physiological,24.0,hypogeal,
Betula nigra,,,,,,,tree,,,False,,,woody,,,,,,,diffuse-porous
Betula occidentalis,,,,,,,tree,,,,,,woody,,,,,,,diffuse-porous
Betula papyrifera,,monoiceous,,,,,tree / shrub,3.7,15.0,False,long lived perennial >= 50 yrs.,240.0,woody,,,,1,,,diffuse-porous
Betula pendula,hell bräunlich grün,monoecious,,,nut,,tree / shrub,,5.0,False,perennial,,2,,,,partial,,epigeal,diffuse-porous
Betula populifolia,,,,,,,tree,,12.2,False,,50.0,woody,,,,no,,,
Betula potaninii,,,,,,,tree shrub intermediate,,,,,,,,,,,,,
Betula schmidtii,,,,,,,tree,,,,,,W,,,,,,,
Betula tianschanica,,,,,,,tree,,,,perennial,,W,,,,,,,
Betula utilis,,,,,,,tree,,,False,no,,W,,,,,,,
Bombax albidum,,,,,,,tree (t),,,,,,,,,,,,,
Bombax anceps,,,,,,,tree/woody,,,,,,W,,,,,,,
Bombax blancoanum,,,,,,,tree (t),,,,,,,,,,,,,
Bombax buonopozense,,,,,,,tree,,,,,,W,,,,,,,
Bombax ceiba,,,,,,,tree,,,,perennial,,Woody,,,,,,,
Bombax costatum,,,,,,,tree,,,,,,woody,,,,,,,
Bombax insigne,,,,,,,tree,,,,,,woody,,,,,,,
Brachychiton acerifolius,,,,,,,tree,,,,perennial,,woody,,,,,,,diffuse
Brachychiton australis,,,,,,,tree,,,,,,W,,,,,,,semi-ring-porous
Brachychiton bidwillii,,,,,,,woody,,,,,,woody,,,,,,,
Brachychiton carruthersii,,,,,,,woody,,,,,,W,,,,,,,
Brachychiton collinus,,,,,,,woody,,,,,,woody,,,,,,,
Brachychiton compactus,,,,,,,woody,,,,,,woody,,,,,,,
Brachychiton discolor,,,,,,,tree,,,,,,woody,,,,,,,
Brachychiton diversifolius,,,,,,,tree/woody,,,,,,W,,,,,,,
Brachychiton gregorii,,,,,,,woody,,,,,,W,,,,,,,
Brachychiton megaphyllus,,,,,,,tree,,,,,,woody,,,,,,,
Brachychiton obtusilobus,,,,,,,woody,,,,,,woody,,,,,,,
Brachychiton populneus,,,,,,,tree,,,,perennial,,woody,,,,,,,
Brachychiton rupestris,,,,,,,woody,,,,,,woody,,,,,,,
Caesalpinia monensis,,,,,,,"tree, shrub",,,,,,,,,,,,,
Carpinus caroliniana,,,,,,,tree,,,False,12.0,,woody,,,,126,,,diffuse
Carpinus chuniana,,,,,,,tree,,,,400.0,,,,,,,,,
Carpinus cordata,,,,,,,tree,,,False,no,,W,,,,,,,
Carpinus fangiana,,,,,,,tree,,,,900.0,,W,,,,,,,
Carpinus fargesiana,,,,,,,tree,,,,,,W,,,,,,,
Carpinus firmifolia,,,,,,,tree,,,,1500.0,,,,,,,,,
Carpinus hebestroma,,,,,,,tree,,,,1000.0,,,,,,,,,
Carpinus henryana,,,,,,,tree,,,,,,W,,,,,,,
Carpinus japonica,,,,,,,tree,,,False,,,W,,,,,,,
Carpinus kawakamii,,,,,,,tree,,,,500.0,,,,,,,,,
Carpinus kweichowensis,,,,,,,tree,,,,1100.0,,,,,,,,,
Carpinus lipoensis,,,,,,,tree (t),,,,,,,,,,,,,
Carpinus londoniana,,,,,,,tree,,,,300.0,,woody,,,,,,,
Carpinus mengshanensis,,,,,,,tree (t),,,,,,,,,,,,,
Carpinus mollicoma,,,,,,,tree,,,,1400.0,,,,,,,,,
Carpinus monbeigiana,,,,,,,tree,,,,1700.0,,,,,,,,,
Carpinus omeiensis,,,,,,,tree,,,,1000.0,,woody,,,,,,,
Carpinus orientalis,,,,,,,tree,,3.0,False,,,W,,,,,,,diffuse-porous
Carpinus paohsingensis,,,,,,,tree (t),,,,,,,,,,,,,
Carpinus pubescens,,,,,,,tree,,,,,,W,,,,,,,
Carpinus purpurinervis,,,,,,,tree,,,,600.0,,,,,,,,,
Carpinus putoensis,,,,,,,tree,,,,200.0,,,,,,,,,
Carpinus rankanensis,,,,,,,tree,,,,1000.0,,,,,,,,,
Carpinus rupestris,,,,,,,tree,,,,1000.0,,,,,,,,,
Carpinus shensiensis,,,,,,,tree,,,,,,,,,,,,,
Carpinus shimenensis,,,,,,,"shrub, treee (st)",,,,,,,,,,,,,
Carpinus tientaiensis,,,,,,,tree,,,,800.0,,,,,,,,,
Carpinus tropicalis,,,,,,,tree,,,,,,W,,,,,,,
Carpinus tsaiana,,,,,,,tree,,,,1200.0,,,,,,,,,
Carpinus tschonoskii,,,,,,,tree,,,,long lived perennial >= 50 yrs.,,W,,,,,,,
Carpinus turczaninowii,,,,,,,tree shrub intermediate,,,False,,,woody,,,,,,,
Carpinus viminea,,,,,,,tree,,,,400.0,,W,,,,,,,
Carya aquatica,,,,,,,tree,,,,perennial,,W,,,,,,,
Carya cathayensis,,,,,,,tree,,,,200.0,,W,,,,,,,
Carya cordiformis,,,,,,,tree,3.0,20.7,False,200.0,200.0,woody,,,,90,,,
Carya floridana,,,,,,,tree,,,,,,woody,,,,,,,
Carya glabra,,,,,,,tree,,,,300.0,325.0,woody,,,,90,,,ring-porous
Carya illinoinensis,,,,,,,tree,,,,,,woody,,,,,,,
Carya kweichowensis,,,,,,,tree,,,,1000.0,,,,,,,,,
Carya laciniosa,,,,,,,tree,,,False,perennial,,woody,,,,,,,
Carya myristiciformis,,,,,,,tree,,,,,,W,,,,,,,
Carya ovata,,,,,,,tree,,15.2,False,300.0,354.0,woody,,,,75,,,ring
Carya pallida,,,,,,,tree,,,,,,woody,,,,,,,
Carya palmeri,,,,,,,tree,,,,,,,,,,,,,
Carya texana,,,,,,,tree,,,,,,woody,,,,,,,
Carya tomentosa,,,,,,,tree,,,False,500.0,,woody,,,,,,,
Carya tonkinensis,,,,,,,tree,,,,1300.0,,,,,,,,,
Castanea crenata,,,,,,,tree shrub intermediate,,,False,,,W,,,,,,,
Castanea dentata,,,,,,,tree,,,False,300.0,,woody,,,,,,,
Castanea henryi,,,,,,,tree,,,,,,woody,,,,,,,
Castanea mollissima,,,,,,,tree,,,False,,,W,,,,,,,
Castanea ozarkensis,,,,,,,tree shrub intermediate,,,,,,woody,,,,,,,
Castanea pumila,,,,,,,tree,,,,,,woody,,,,,,,
Castanea sativa,"gelblichweiß, grün",monoecious,,,nut,,tree / shrub,,30.0,False,200.0,,w,,,,,,hypogeal,ring
Catalpa bignonioides,,,,,,,tree,,10.0,,perennial,,W,,,,,,,
Catalpa bungei,,,,,,,tree,,,False,,,W,,,,,,,
Catalpa longissima,,,,,,,tree,,,,,,W,,,,,,,
Catalpa ovata,,,,,,,tree,,,False,,,W,,,,,,,
Catalpa speciosa,,,,,,,tree,,,False,perennial,,woody,,,,,,,
