speciesname,flower color,flower sex,flowering lag time: number of days from exposition start to flowering,flowering requirement (requirement for fertility),fruit type,plant flowering,plant growth form,plant growth temperature range,plant height,plant human usage types,plant lifespan (longevity),plant lifespan: age trees reach in forested stands,plant woodiness,seed germination base temperature,seed germination base water potential,seed germination lag time,seed germination requirement,seed germination temperature,seed germination type,wood growth ring distinction
Acacia gonocarpa,,,,,,,shrub,,,,,,woody,,,,,,,
Acacia gonoclada,,,,,,,shrub/woody,,,,,,W,,,,,,,
Acacia gonophylla,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia gordonii,,,,,,,Tree,,,,,,woody,,,,,,,
Acacia gracilenta,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia gracilifolia,,,,,,,shrub/woody,,,,,,woody,,,,,,,
Acacia grandifolia,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia granitica,,,,,,,tree/woody,,,,,,woody,,,,,,,
Acacia graniticola,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia grasbyi,,,,,,,tree/woody,,,,,,W,,,,,,,diffuse
Acacia gregorii,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia grisea,,,,,,,shrub/woody,,,,,,woody,,,,,,,
Acacia gunnii,,,,,,,tree/woody,,,,,,woody,,,,,,,
Acacia guymeri,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia hadrophylla,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia hakeoides,,,,,,,shrub,,,,perennial < 20 years,,woody,,,,long dormancy,,,
Acacia halliana,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia hamersleyensis,,,,,,,shrub/tree/woody,,,,,,woody,,,,,,,
Acacia hamiltoniana,,,,,,,shrub/woody,,,,,,woody,,,,,,,
Acacia hammondii,,,,,,,shrub/woody,,,,,,W,,,,,,,
Acacia handonis,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia harpophylla,,,,,,,tree,,,,,,W,,,,,,,
Acacia harveyi,,,,,,,shrub/woody,,,,,,woody,,,,,,,
Acacia hastulata,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia havilandiorum,,,,,,,S,,,,,,w,,,,,,,
Acacia helicophylla,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia helmsiana,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia hemignosta,,,,,,,tree/woody,,,,,,W,,,,,,,
Acacia hemiteles,,,,,,,tree/woody,,,,,,woody,,,,,,,
Acacia hemsleyi,,,,,,,tree/woody,,,,,,W,,,,,,,
Acacia hendersonii,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia heterochroa,,,,,,,shrub/woody,,,,,,woody,,,,,,,
Acacia heteroclita,,,,,,,Tree,,,,,,W,,,,,,,
Acacia heteroneura,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia heterophylla,,,,,,,woody,,,,,,woody,,,,,,,
Acacia hexaneura,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia hilliana,,,,,,,shrub/woody,,,,,,woody,,,,,,,
Acacia hippuroides,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia hispidula,,,,,,,tree/woody,,,,,,woody,,,,,,,
Acacia hockingsii,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia holosericea,,,,,,,Tree,,,,long lived perennial >= 50 yrs.,,W,,,,,,,
Acacia holotricha,,,,,,,Free-standing,,,,,,W,,,,,,,
Acacia homaloclada,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia horridula,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia howittii,,,,,,,tree,,,,perennial,,W,,,,,,,
Acacia hubbardiana,,,,,,,shrub/woody,,,,,,woody,,,,,,,
Acacia huegelii,,,,,,,shrub,,,,,,woody,,,,,,,
Acacia humifusa,,,,,,,tree/woody,,,,,,woody,,,,,,,
Acacia hyaloneura,,,,,,,shrub/tree/woody,,,,,,W,,,,,,,
Acacia hylonoma,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia hypermeces,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia hystrix,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia idiomorpha,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia imbricata,,,,,,,shrub/woody,,,,,,woody,,,,,,,
Acacia imitans,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia imparilis,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia implexa,,,,,,,tree / shrub,,,,50.0,,W,,,,,,,
Acacia improcera,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia inaequilatera,,,,,,,tree/woody,,,,,,woody,,,,,,,
Acacia inaequiloba,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia inamabilis,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia incanicarpa,,,,,,,shrub/woody,,,,,,woody,,,,,,,
Acacia inceana,,,,,,,shrub/woody,,,,,,woody,,,,,,,
Acacia incongesta,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia incrassata,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia incurva,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia infecunda,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia ingramii,,,,,,,shrub/tree/woody,,,,,,woody,,,,,,,
Acacia ingrata,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia inophloia,,,,,,,tree/woody,,,,,,W,,,,,,,
Acacia inops,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia insolita,,,,,,,tree/woody,,,,,,woody,,,,,,,
Acacia intorta,,,,,,,Free-standing,,,,,,W,,,,,,,
Acacia intricata,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia irrorata,,,,,,,tree / shrub,,,,perennial,,woody,,,,,,,
Acacia islana,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia isoneura,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia iteaphylla,,,,,,,Tree,,,,,,woody,,,,,,,
Acacia ixiophylla,,,,,,,tree/woody,,,,,,woody,,,,,,,
Acacia ixodes,,,,,,,Free-standing,,,,,,W,,,,,,,
Acacia jackesiana,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia jacksonioides,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia jamesiana,,,,,,,Free-standing,,,,,,W,,,,,,,
Acacia jasperensis,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia jennerae,,,,,,,tree/woody,,,,,,W,,,,,,,
Acacia jensenii,,,,,,,Free-standing,,,,,,W,,,,,,,
Acacia jibberdingensis,,,,,,,Free-standing,,,,,,W,,,,,,,
Acacia johannis,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia johnsonii,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia jonesii,,,,,,,tree / shrub,,,,perennial,,woody,,,,,,,
Acacia jucunda,,,,,,,shrub/woody,,,,,,W,,,,,,,
Acacia julifera,,,,,,,shrub/tree/woody,,,,,,W,,,,,,,
Acacia juncifolia,,,,,,,tree/woody,,,,,,woody,,,,,,,
Acacia kalgoorliensis,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia kelleri,,,,,,,Free-standing,,,,,,W,,,,,,,
Acacia kempeana,,,,,,,tree,,,,,,woody,,,,,,,
Acacia kenneallyi,,,,,,,Free-standing,,,,,,W,,,,,,,
Acacia kerryana,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia kettlewelliae,,,,,,,Tree,,,,,,W,,,,,,,
Acacia kimberleyensis,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia kingiana,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia koa,,,,,,,tree,,,,perennial,,W,,,,,,,
Acacia kochii,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia kulnurensis,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia kybeanensis,,,,,,,shrub/woody,,,,,,woody,,,,,,,
Acacia kydrensis,,,,,,,shrub/woody,,,,,,woody,,,,,,,
Acacia laccata,,,,,,,tree/woody,,,,,,W,,,,,,,
Acacia lacertensis,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia lachnophylla,,,,,,,shrub/woody,,,,,,woody,,,,,,,
Acacia lamprocarpa,,,,,,,tree,,,,,,woody,,,,,,,
Acacia lanceolata,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia lanei,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia lanigera,,,,,,,tree/woody,,,,,,woody,,,,,,,
Acacia lanuginophylla,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia laricina,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia lasiocalyx,,,,,,,tree/woody,,,,,,W,,,,,,,
Acacia lasiocarpa,,,,,,,shrub/woody,,,,,,woody,,,,,,,
Acacia lateriticola,,,,,,,tree/woody,,,,,,woody,,,,,,,
Acacia latescens,,,,,,,tree/woody,,,,,,W,,,,,,,diffuse
Acacia latifolia,,,,,,,"Tree, Shrub",,,,,,W,,,,,,,
Acacia latipes,,,,,,,shrub/woody,,,,,,woody,,,,,,,
Acacia latisepala,,,,,,,tree/woody,,,,,,woody,,,,,,,
Acacia latzii,,,,,,,tree,,,,,,woody,,,,,,,
Acacia lazaridis,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia legnota,,,,,,,tree/woody,,,,,,W,,,,,,,
Acacia leichhardtii,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia leiocalyx,,,,,,,tree/woody,,,,,,W,,,,,,,
Acacia leioderma,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia leiophylla,,,,,,,tree/woody,,,,,,W,,,,,,,
Acacia lentiginea,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia leprosa,,,,,,,Tree,,,,,,woody,,,,,,,
Acacia leptalea,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia leptocarpa,,,,,,,tree/woody,,,,,,woody,,,,,,,
Acacia leptoclada,,,,,,,Tree,,,,,,woody,,,,,,,
Acacia leptoloba,,,,,,,Free-standing,,,,,,W,,,,,,,
Acacia leptoneura,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia leptopetala,,,,,,,shrub/woody,,,,,,woody,,,,,,,
Acacia leptophleba,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia leptospermoides,,,,,,,shrub/woody,,,,,,woody,,,,,,,
Acacia leptostachya,,,,,,,shrub/tree/woody,,,,,,W,,,,,,,
Acacia leucoclada,,,,,,,tree/woody,,,,,,W,,,,,,,
Acacia leucolobia,,,,,,,shrub/woody,,,,,,woody,,,,,,,
Acacia levata,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia ligulata,,,,,,,tree / shrub,,,,perennial < 20 years,,woody,,,,long dormancy,,,
Acacia ligustrina,,,,,,,shrub/tree/woody,,,,,,W,,,,,,,
Acacia limbata,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia linarioides,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia linearifolia,,,,,,,shrub,,,,,,woody,,,,,,,
Acacia lineata,,,,,,,shrub,,,,,,woody,,,,,,,
Acacia lineolata,,,,,,,tree/woody,,,,,,woody,,,,,,,
Acacia linifolia,,,,,,,shrub,,,,perennial,,woody,,,,,,,
Acacia lirellata,,,,,,,tree/woody,,,,,,woody,,,,,,,
Acacia lobulata,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia loderi,,,,,,,tree/woody,,,,,,W,,,,,,,
Acacia longifolia,,,,,,,shrub,,,False,60.0,,woody,,,,,,,
Acacia longipedunculata,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia longiphyllodinea,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia longispicata,,,,,,,tree/woody,,,,,,woody,,,,,,,
Acacia longispinea,,,,,,,tree/woody,,,,,,woody,,,,,,,
Acacia longissima,,,,,,,shrub,,,,,,woody,,,,,,,
Acacia loroloba,,,,,,,Free-standing,,,,,,W,,,,,,,
Acacia loxophylla,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia lucasii,,,,,,,shrub/woody,,,,,,woody,,,,,,,
Acacia lullfitziorum,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia lunata,,,,,,,tree/woody,,,,,,woody,,,,,,,
Acacia luteola,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia lycopodiifolia,,,,,,,Free-standing,,,,,,W,,,,,,,
Acacia lysiphloia,,,,,,,tree/woody,,,,,,W,,,,,,,
Acacia mabellae,,,,,,,tree/woody,,,,,,W,,,,,,,
Acacia macdonnellensis,,,,,,,Free-standing,,,,,,W,,,,,,,
Acacia mackeyana,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia macnuttiana,,,,,,,tree/woody,,,,,,woody,,,,,,,
Acacia maconochieana,,,,,,,tree/woody,,,,,,W,,,,,,,
Acacia macradenia,,,,,,,tree/woody,,,,,,W,,,,,,,
Acacia maidenii,,,,,,,tree,,,,perennial,,W,,,,,,,
Acacia maitlandii,,,,,,,shrub,,,,,,woody,,,,,,,
Acacia malloclada,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia mangium,,,,,,,tree,,,,Perennial,,W,,,,,,,
Acacia manipularis,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia maranoensis,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia marramamba,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia masliniana,,,,,,,Free-standing,,,,,,W,,,,,,,
Acacia mathuataensis,,,,,,,,,,,,,W,,,,,,,
Acacia matthewii,,,,,,,shrub/tree/woody,,,,,,W,,,,,,,
Acacia maxwellii,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia mearnsii,,,,,,,tree / shrub,,,False,50.0,,Woody,,,,,,,
Acacia megacephala,,,,,,,tree/woody,,,,,,woody,,,,,,,
Acacia megalantha,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia meiantha,,,,,,,tree/woody,,,,,,woody,,,,,,,
Acacia meiosperma,,,,,,,Free-standing,,,,,,W,,,,,,,
Acacia meisneri,,,,,,,tree/woody,,,,,,woody,,,,,,,
Acacia melanoxylon,,,,,,,tree / shrub,,,False,200.0,,woody,,,,,,,
Acacia melleodora,,,,,,,shrub/woody,,,,,,woody,,,,,,,
Acacia melvillei,,,,,,,tree/woody,,,,,,woody,,,,,,,
Acacia menzelii,,,,,,,shrub/woody,,,,,,woody,,,,,,,
Acacia merinthophora,,,,,,,Free-standing,,,,,,W,,,,,,,
Acacia merrallii,,,,,,,tree/woody,,,,,,woody,,,,,,,
Acacia merrickiae,,,,,,,shrub/woody,,,,,,woody,,,,,,,
Acacia microbotrya,,,,,,,tree/woody,,,,,,W,,,,,,,
Acacia microcalyx,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia microcarpa,,,,,,,tree/woody,,,,,,woody,,,,,,,
Acacia microneura,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia microsperma,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia mimica,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia mimula,,,,,,,Tree,,,,,,W,,,,,,,
Acacia minutifolia,,,,,,,shrub,,,,,,woody,,,,,,,
Acacia minyura,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia mitchellii,,,,,,,tree/woody,,,,25.0,,woody,,,,,,,
Acacia mitodes,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia moirii,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia mollifolia,,,,,,,tree/woody,,,,,,woody,,,,,,,
Acacia montana,,,,,,,Tree,,,,,,W,,,,,,,
Acacia monticola,,,,,,,tree,,,,,,woody,,,,,,,
Acacia mooreana,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia mountfordiae,,,,,,,shrub,,,,,,W,,,,,,,
Acacia mucronata,,,,,,,Tree,,,,50.0,,W,,,,,,,
Acacia muelleriana,,,,,,,shrub,,,,,,woody,,,,,,,
Acacia multisiliqua,,,,,,,shrub,,,,,,W,,,,,,,
Acacia multispicata,,,,,,,tree/woody,,,,,,woody,,,,,,,
Acacia multistipulosa,,,,,,,Free-standing,,,,,,W,,,,,,,
Acacia murrayana,,,,,,,tree,,,,,,woody,,,,,,,
Acacia mutabilis,,,,,,,shrub/woody,,,,,,woody,,,,,,,
Acacia myrtifolia,,,,,,,shrub,,,,50.0,,woody,,,,,,,
Acacia nanodealbata,,,,,,,shrub/tree/woody,,,,,,woody,,,,,,,
Acacia nanopravissima,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia nematophylla,,,,,,,shrub/woody,,,,,,woody,,,,,,,
Acacia neriifolia,,,,,,,tree,,,,perennial,,W,,,,,,,
Acacia nervosa,,,,,,,tree/woody,,,,,,woody,,,,,,,
Acacia nesophila,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia neurocarpa,,,,,,,shrub/tree/woody,,,,,,W,,,,,,,
Acacia neurophylla,,,,,,,tree/woody,,,,,,W,,,,,,,
Acacia newbeyi,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia nigricans,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia nigripilosa,,,,,,,shrub/woody,,,,,,woody,,,,,,,
Acacia nitidula,,,,,,,Free-standing,,,,,,W,,,,,,,
Acacia nivea,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia nodiflora,,,,,,,tree/woody,,,,,,woody,,,,,,,
Acacia notabilis,,,,,,,tree/woody,,,,,,W,,,,,,,
Acacia nuperrima,,,,,,,Free-standing,,,,,,W,,,,,,,
Acacia nyssophylla,,,,,,,Free-standing,,,,,,W,,,,,,,
Acacia obesa,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia obliquinervia,,,,,,,tree/woody,,,,,,W,,,,,,,
Acacia obovata,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia obtecta,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia obtusata,,,,,,,Tree,,,,,,woody,,,,,,,
Acacia obtusifolia,,,,,,,No,,,,,,W,,,,,,,
Acacia octonervia,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia oldfieldii,,,,,,,Free-standing,,,,,,W,,,,,,,
Acacia olgana,,,,,,,Tree,,,,,,W,,,,,,,
Acacia oligoneura,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia olsenii,,,,,,,shrub/tree/woody,,,,,,woody,,,,,,,
Acacia omalophylla,,,,,,,tree/woody,,,,,,W,,,,,,,
Acacia ommatosperma,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia oncinocarpa,,,,,,,shrub,,,,,,W,,,,,,,
Acacia oncinophylla,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia ophiolithica,,,,,,,tree/woody,,,,,,woody,,,,,,,
Acacia oraria,,,,,,,tree/woody,,,,,,W,,,,,,,
Acacia orbifolia,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia orites,,,,,,,tree,,,,,,woody,,,,,,,
Acacia orthocarpa,,,,,,,Free-standing,,,,,,W,,,,,,,
Acacia orthotricha,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia oshanesii,,,,,,,tree/woody,,,,,,W,,,,,,,
Acacia oswaldii,,,,,,,shrub,,,,,,woody,,,,,,,
Acacia oxycedrus,,,,,,,shrub,,,,25.0,,woody,,,,,,,
Acacia oxyclada,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia pachyacra,,,,,,,Free-standing,,,,,,W,,,,,,,
Acacia pachycarpa,,,,,,,tree/woody,,,,,,W,,,,,,,
Acacia pachyphylla,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia pachypoda,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia palustris,,,,,,,Free-standing,,,,,,W,,,,,,,
Acacia papulosa,,,,,,,shrub/woody,,,,,,woody,,,,,,,
Acacia papyrocarpa,,,,,,,tree/woody,,,,,,W,,,,,,,
Acacia paradoxa,,,,,,,shrub,,,,,,woody,,,,,,,
Acacia paraneura,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia parramattensis,,,,,,,shrub,,,,,,W,,,,,,,
Acacia parvipinnula,,,,,,,tree/woody,,,,,,W,,,,,,,
Acacia pataczekii,,,,,,,Free-standing,,,,,,W,,,,,,,
Acacia patagiata,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia paula,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia pedina,,,,,,,shrub/tree/woody,,,,,,woody,,,,,,,
Acacia pedleyi,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia pellita,,,,,,,tree/woody,,,,,,W,,,,,,,
Acacia pelophila,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia pendula,,,,,,,tree/woody,,,,perennial,,W,,,,,,,
Acacia penninervis,,,,,,,tree,,,,,,woody,,,,,,,
Acacia pentadenia,,,,,,,tree/woody,,,,,,W,,,,,,,
Acacia perryi,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia petraea,,,,,,,Free-standing,,,,,,W,,,,,,,
Acacia peuce,,,,,,,tree/woody,,,,,,W,,,,,,,
Acacia phaeocalyx,,,,,,,tree/woody,,,,,,woody,,,,,,,
Acacia pharangites,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia phasmoides,,,,,,,tree/woody,,,,,,woody,,,,,,,
Acacia phlebocarpa,,,,,,,shrub/woody,,,,,,woody,,,,,,,
Acacia phlebopetala,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia phlebophylla,,,,,,,Free-standing,,,,,,W,,,,,,,
Acacia pickardii,,,,,,,Free-standing,,,,,,W,,,,,,,
Acacia piligera,,,,,,,shrub/woody,,,,,,woody,,,,,,,
Acacia pilligaensis,,,,,,,tree/woody,,,,,,woody,,,,,,,
Acacia pinguiculosa,,,,,,,shrub/woody,,,,,,woody,,,,,,,
Acacia pinguifolia,,,,,,,shrub/woody,,,,,,woody,,,,,,,
Acacia platycarpa,,,,,,,tree,,,,,,woody,,,,,,,
Acacia plautella,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia plectocarpa,,,,,,,tree/woody,,,,,,W,,,,,,,
Acacia plicata,,,,,,,tree/woody,,,,,,woody,,,,,,,
Acacia podalyriifolia,,,,,,,shrub,,,,,,W,,,,,,,
Acacia polifolia,,,,,,,Free-standing,,,,,,W,,,,,,,
Acacia poliochroa,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia polyadenia,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia polybotrya,,,,,,,Tree,,,,,,woody,,,,,,,
Acacia polystachya,,,,,,,tree/woody,,,,,,woody,,,,,,,
Acacia porcata,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia praelongata,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia praemorsa,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia praetermissa,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia prainii,,,,,,,shrub,,,,,,woody,,,,,,,
Acacia pravifolia,,,,,,,shrub/woody,,,,,,woody,,,,,,,
Acacia pravissima,,,,,,,tree,,,,perennial,,W,,,,,,,
Acacia preissiana,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia prismifolia,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia pritzeliana,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia producta,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia profusa,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia proiantha,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia prominens,,,,,,,Tree,,,,,,W,,,,,,,
Acacia provincialis,,,,,,,shrub/tree/woody,,,,,,woody,,,,,,,
Acacia pruinocarpa,,,,,,,shrub,,,,,,woody,,,,,,,
Acacia pruinosa,,,,,,,Tree,,,,,,W,,,,,,,
Acacia pterocaulon,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia ptychoclada,,,,,,,shrub/woody,,,,,,woody,,,,,,,
Acacia ptychophylla,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia pubescens,,,,,,,tree/woody,,,,,,W,,,,,,,
Acacia pubicosta,,,,,,,Free-standing,,,,,,W,,,,,,,
Acacia pubifolia,,,,,,,tree/woody,,,,,,W,,,,,,,
Acacia pubirhachis,,,,,,,Free-standing,,,,,,W,,,,,,,
Acacia pulchella,,,,,,,shrub,,,,13.0,,woody,,,,,,,
Acacia pulviniformis,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia puncticulata,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia pusilla,,,,,,,shrub/woody,,,,,,woody,,,,,,,
Acacia pustula,,,,,,,tree/woody,,,,,,woody,,,,,,,
Acacia pycnantha,,,,,,,tree,,,False,40.0,,woody,,,,,,,
Acacia pycnocephala,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia pycnostachya,,,,,,,tree/woody,,,,,,W,,,,,,,
Acacia pygmaea,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia pyrifolia,,,,,,,tree/woody,,,,,,woody,,,,,,,
Acacia quadrilateralis,,,,,,,tree/woody,,,,,,woody,,,,,,,
Acacia quadrimarginea,,,,,,,tree/woody,,,,,,W,,,,,,,
Acacia quadrisulcata,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia quinquenervia,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia quornensis,,,,,,,tree/woody,,,,,,woody,,,,,,,
Acacia racospermoides,,,,,,,shrub/tree/woody,,,,,,W,,,,,,,
Acacia ramiflora,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia ramulosa,,,,,,,shrub,,,,,,woody,,,,,,,
Acacia recurvata,,,,,,,Shrub,,,,,,,,,,,,,
Acacia redolens,,,,,,,Shrub,,,,,,,,,,,,,
Acacia rendlei,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia repanda,,,,,,,tree/woody,,,,,,woody,,,,,,,
Acacia repens,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia resinimarginea,,,,,,,tree/woody,,,,,,W,,,,,,,
Acacia resinistipulea,,,,,,,Free-standing,,,,,,W,,,,,,,
Acacia resinosa,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia restiacea,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia retinervis,,,,,,,Free-standing,,,,,,W,,,,,,,
Acacia retinodes,,,,,,,Tree shrub intermediate,,,False,,,W,,,,,,,
Acacia retivenea,,,,,,,shrub/woody,,,,,,W,,,,,,,
Acacia retrorsa,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia rhamphophylla,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia rhetinocarpa,,,,,,,shrub/woody,,,,,,woody,,,,,,,
Acacia rhigiophylla,,,,,,,shrub/woody,,,,,,woody,,,,,,,
Acacia rhodophloia,,,,,,,shrub/tree/woody,,,,,,W,,,,,,,
Acacia rhodoxylon,,,,,,,tree/woody,,,,,,W,,,,,,,
Acacia riceana,,,,,,,Tree,,,,,,W,,,,,,,
Acacia richardsii,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia richii,,,,,,,Tree,,,,,,W,,,,,,,
Acacia ridleyana,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia rigens,,,,,,,shrub,,,,,,W,,,,,,,
Acacia rigescens,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia rivalis,,,,,,,Free-standing,,,,,,W,,,,,,,
Acacia robinae,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia rossei,,,,,,,tree/woody,,,,,,W,,,,,,,
Acacia rostellata,,,,,,,Free-standing,,,,,,,,,,,,,
Acacia rostellifera,,,,,,,tree,,,,,,woody,,,,,,,
Acacia rothii,,,,,,,tree/woody,,,,,,woody,,,,,,,
Acacia roycei,,,,,,,Free-standing,,,,,,W,,,,,,,
Acacia rubida,,,,,,,Tree,,,,,,W,,,,,,,
Acacia rupicola,,,,,,,shrub/woody,,,,,,woody,,,,,,,
Acacia ruppii,,,,,,,shrub/woody,,,,,,woody,,,,,,,
